target,route,viewport,src,alt,href,naturalWidth,naturalHeight,assetShape,assetRatio,renderedWidth,renderedHeight,slotShape,slotRatio,objectFit,mismatch,action
cryptoworldz,/command-centre/,desktop,/assets/desktop/cryptoworldz/command-centre-five.png,Command Centre Ultimate five approved system leaders,,1536,1024,landscape,1.5,1440,900,landscape,1.6,cover,false,KEEP
cryptoworldz,/command-centre/,desktop,/assets/desktop/cryptoworldz/command-centre-leader-team.png,Approved separate human leadership team artwork,,1536,1536,square,1,605,605,square,1,contain,false,KEEP
cryptoworldz,/command-centre/,desktop,/assets/desktop/cryptoworldz/zed-auto.png,Approved ZED G.R.A.C.E. and AUTO protected-core artwork,,1536,1229,landscape,1.25,605,484,landscape,1.25,contain,false,KEEP
cryptoworldz,/command-centre/,desktop,/assets/link-previews/cryptoworldz.png,CryptoWorldz headquarters preview,http://127.0.0.1:40781/,1536,1536,square,1,296,150,wide-landscape,1.973,cover,true,REPLACE_OR_RECREATE_TO_SLOT_SHAPE
cryptoworldz,/command-centre/,desktop,/assets/link-previews/command-centre.png,Command Centre Ultimate preview,http://127.0.0.1:40781/command-centre/,1536,1024,landscape,1.5,296,150,wide-landscape,1.973,cover,true,REPLACE_OR_RECREATE_TO_SLOT_SHAPE
cryptoworldz,/command-centre/,desktop,/assets/link-previews/miniapp.png,CryptoWorldz MiniApp preview,http://127.0.0.1:40781/miniapp/,1536,1229,landscape,1.25,296,150,wide-landscape,1.973,cover,true,REPLACE_OR_RECREATE_TO_SLOT_SHAPE
cryptoworldz,/command-centre/,desktop,/assets/link-previews/oneworldz.png,OneWorldz gateway preview,https://oneworldz.com/,1536,1229,landscape,1.25,296,150,wide-landscape,1.973,cover,true,REPLACE_OR_RECREATE_TO_SLOT_SHAPE
cryptoworldz,/command-centre/,mobile,/assets/desktop/cryptoworldz/zed-command-centre.png,,http://127.0.0.1:40781/,1536,864,landscape,1.778,40,31,landscape,1.29,contain,false,KEEP
cryptoworldz,/command-centre/,mobile,/assets/desktop/cryptoworldz/command-centre-five.png,Command Centre Ultimate five approved system leaders,,1536,1024,landscape,1.5,390,798,portrait,0.489,cover,true,REPLACE_OR_RECREATE_TO_SLOT_SHAPE
cryptoworldz,/command-centre/,mobile,/assets/desktop/cryptoworldz/command-centre-leader-team.png,Approved separate human leadership team artwork,,1536,1536,square,1,352,352,square,1,contain,false,KEEP
cryptoworldz,/command-centre/,mobile,/assets/desktop/cryptoworldz/zed-auto.png,Approved ZED G.R.A.C.E. and AUTO protected-core artwork,,1536,1536,square,1,352,352,square,1,contain,false,KEEP
cryptoworldz,/command-centre/,mobile,/assets/link-previews/cryptoworldz.png,CryptoWorldz headquarters preview,http://127.0.0.1:40781/,1536,1536,square,1,112,112,square,1,cover,false,KEEP
cryptoworldz,/command-centre/,mobile,/assets/link-previews/command-centre.png,Command Centre Ultimate preview,http://127.0.0.1:40781/command-centre/,1536,1024,landscape,1.5,112,118,square,0.949,cover,false,KEEP
cryptoworldz,/command-centre/,mobile,/assets/link-previews/miniapp.png,CryptoWorldz MiniApp preview,http://127.0.0.1:40781/miniapp/,1536,1229,landscape,1.25,112,112,square,1,cover,false,KEEP
cryptoworldz,/command-centre/,mobile,/assets/link-previews/oneworldz.png,OneWorldz gateway preview,https://oneworldz.com/,1536,1229,landscape,1.25,112,112,square,1,cover,false,KEEP
cryptoworldz,/divisions/aiworldz/,desktop,/assets/desktop/oneworldz/oneworldz-gpt.png,,http://127.0.0.1:40781/,1536,1229,landscape,1.25,54,49,square,1.102,contain,false,KEEP
cryptoworldz,/divisions/aiworldz/,desktop,/assets/desktop/oneworldz/oneworldz-gpt.png,AIWorldz approved production artwork,,1536,1229,landscape,1.25,1440,900,landscape,1.6,cover,true,REPLACE_OR_RECREATE_TO_SLOT_SHAPE
cryptoworldz,/divisions/aiworldz/,desktop,/assets/link-previews/cryptoworldz.png,CryptoWorldz headquarters preview,http://127.0.0.1:40781/,1536,1536,square,1,296,150,wide-landscape,1.973,cover,true,REPLACE_OR_RECREATE_TO_SLOT_SHAPE
cryptoworldz,/divisions/aiworldz/,desktop,/assets/link-previews/command-centre.png,Command Centre Ultimate preview,http://127.0.0.1:40781/command-centre/,1536,1024,landscape,1.5,296,150,wide-landscape,1.973,cover,true,REPLACE_OR_RECREATE_TO_SLOT_SHAPE
cryptoworldz,/divisions/aiworldz/,desktop,/assets/link-previews/miniapp.png,CryptoWorldz MiniApp preview,http://127.0.0.1:40781/miniapp/,1536,1229,landscape,1.25,296,150,wide-landscape,1.973,cover,true,REPLACE_OR_RECREATE_TO_SLOT_SHAPE
cryptoworldz,/divisions/aiworldz/,desktop,/assets/link-previews/oneworldz.png,OneWorldz gateway preview,https://oneworldz.com/,1536,1229,landscape,1.25,296,150,wide-landscape,1.973,cover,true,REPLACE_OR_RECREATE_TO_SLOT_SHAPE
cryptoworldz,/divisions/aiworldz/,mobile,/assets/desktop/oneworldz/oneworldz-gpt.png,,http://127.0.0.1:40781/,1536,1024,landscape,1.5,40,33,landscape,1.212,contain,false,KEEP
cryptoworldz,/divisions/aiworldz/,mobile,/assets/desktop/oneworldz/oneworldz-gpt.png,AIWorldz approved production artwork,,1536,1024,landscape,1.5,390,774,portrait,0.504,cover,true,REPLACE_OR_RECREATE_TO_SLOT_SHAPE
cryptoworldz,/divisions/aiworldz/,mobile,/assets/link-previews/cryptoworldz.png,CryptoWorldz headquarters preview,http://127.0.0.1:40781/,1536,1536,square,1,112,112,square,1,cover,false,KEEP
cryptoworldz,/divisions/aiworldz/,mobile,/assets/link-previews/command-centre.png,Command Centre Ultimate preview,http://127.0.0.1:40781/command-centre/,1536,1024,landscape,1.5,112,118,square,0.949,cover,false,KEEP
cryptoworldz,/divisions/aiworldz/,mobile,/assets/link-previews/miniapp.png,CryptoWorldz MiniApp preview,http://127.0.0.1:40781/miniapp/,1536,1229,landscape,1.25,112,112,square,1,cover,false,KEEP
cryptoworldz,/divisions/aiworldz/,mobile,/assets/link-previews/oneworldz.png,OneWorldz gateway preview,https://oneworldz.com/,1536,1229,landscape,1.25,112,112,square,1,cover,false,KEEP
cryptoworldz,/divisions/artworldz/,desktop,/assets/desktop/purple-diamond-crew/action-team.png,,http://127.0.0.1:40781/,1536,1536,square,1,54,54,square,1,contain,false,KEEP
cryptoworldz,/divisions/artworldz/,desktop,/assets/desktop/purple-diamond-crew/action-team.png,ArtWorldz approved production artwork,,1536,1536,square,1,1440,900,landscape,1.6,cover,true,REPLACE_OR_RECREATE_TO_SLOT_SHAPE
cryptoworldz,/divisions/artworldz/,desktop,/assets/link-previews/cryptoworldz.png,CryptoWorldz headquarters preview,http://127.0.0.1:40781/,1536,1536,square,1,296,150,wide-landscape,1.973,cover,true,REPLACE_OR_RECREATE_TO_SLOT_SHAPE
cryptoworldz,/divisions/artworldz/,desktop,/assets/link-previews/command-centre.png,Command Centre Ultimate preview,http://127.0.0.1:40781/command-centre/,1536,1024,landscape,1.5,296,150,wide-landscape,1.973,cover,true,REPLACE_OR_RECREATE_TO_SLOT_SHAPE
cryptoworldz,/divisions/artworldz/,desktop,/assets/link-previews/miniapp.png,CryptoWorldz MiniApp preview,http://127.0.0.1:40781/miniapp/,1536,1229,landscape,1.25,296,150,wide-landscape,1.973,cover,true,REPLACE_OR_RECREATE_TO_SLOT_SHAPE
cryptoworldz,/divisions/artworldz/,desktop,/assets/link-previews/oneworldz.png,OneWorldz gateway preview,https://oneworldz.com/,1536,1229,landscape,1.25,296,150,wide-landscape,1.973,cover,true,REPLACE_OR_RECREATE_TO_SLOT_SHAPE
cryptoworldz,/divisions/artworldz/,mobile,/assets/desktop/purple-diamond-crew/action-team.png,,http://127.0.0.1:40781/,1229,1536,portrait-wide,0.8,40,50,portrait-wide,0.8,contain,false,KEEP
cryptoworldz,/divisions/artworldz/,mobile,/assets/desktop/purple-diamond-crew/action-team.png,ArtWorldz approved production artwork,,1229,1536,portrait-wide,0.8,390,774,portrait,0.504,cover,true,REPLACE_OR_RECREATE_TO_SLOT_SHAPE
cryptoworldz,/divisions/artworldz/,mobile,/assets/link-previews/cryptoworldz.png,CryptoWorldz headquarters preview,http://127.0.0.1:40781/,1536,1536,square,1,112,112,square,1,cover,false,KEEP
cryptoworldz,/divisions/artworldz/,mobile,/assets/link-previews/command-centre.png,Command Centre Ultimate preview,http://127.0.0.1:40781/command-centre/,1536,1024,landscape,1.5,112,118,square,0.949,cover,false,KEEP
cryptoworldz,/divisions/artworldz/,mobile,/assets/link-previews/miniapp.png,CryptoWorldz MiniApp preview,http://127.0.0.1:40781/miniapp/,1536,1229,landscape,1.25,112,112,square,1,cover,false,KEEP
cryptoworldz,/divisions/artworldz/,mobile,/assets/link-previews/oneworldz.png,OneWorldz gateway preview,https://oneworldz.com/,1536,1229,landscape,1.25,112,112,square,1,cover,false,KEEP
cryptoworldz,/divisions/businessworldz/,desktop,/assets/desktop/cryptoworldz/impactbased.png,,http://127.0.0.1:40781/,1536,1536,square,1,54,54,square,1,contain,false,KEEP
cryptoworldz,/divisions/businessworldz/,desktop,/assets/desktop/cryptoworldz/impactbased.png,BusinessWorldz approved production artwork,,1536,1536,square,1,1440,900,landscape,1.6,cover,true,REPLACE_OR_RECREATE_TO_SLOT_SHAPE
cryptoworldz,/divisions/businessworldz/,desktop,/assets/link-previews/cryptoworldz.png,CryptoWorldz headquarters preview,http://127.0.0.1:40781/,1536,1536,square,1,296,150,wide-landscape,1.973,cover,true,REPLACE_OR_RECREATE_TO_SLOT_SHAPE
cryptoworldz,/divisions/businessworldz/,desktop,/assets/link-previews/command-centre.png,Command Centre Ultimate preview,http://127.0.0.1:40781/command-centre/,1536,1024,landscape,1.5,296,150,wide-landscape,1.973,cover,true,REPLACE_OR_RECREATE_TO_SLOT_SHAPE
cryptoworldz,/divisions/businessworldz/,desktop,/assets/link-previews/miniapp.png,CryptoWorldz MiniApp preview,http://127.0.0.1:40781/miniapp/,1536,1229,landscape,1.25,296,150,wide-landscape,1.973,cover,true,REPLACE_OR_RECREATE_TO_SLOT_SHAPE
cryptoworldz,/divisions/businessworldz/,desktop,/assets/link-previews/oneworldz.png,OneWorldz gateway preview,https://oneworldz.com/,1536,1229,landscape,1.25,296,150,wide-landscape,1.973,cover,true,REPLACE_OR_RECREATE_TO_SLOT_SHAPE
cryptoworldz,/divisions/businessworldz/,mobile,/assets/desktop/cryptoworldz/impactbased.png,,http://127.0.0.1:40781/,1536,1536,square,1,40,40,square,1,contain,false,KEEP
cryptoworldz,/divisions/businessworldz/,mobile,/assets/desktop/cryptoworldz/impactbased.png,BusinessWorldz approved production artwork,,1536,1536,square,1,390,774,portrait,0.504,cover,true,REPLACE_OR_RECREATE_TO_SLOT_SHAPE
cryptoworldz,/divisions/businessworldz/,mobile,/assets/link-previews/cryptoworldz.png,CryptoWorldz headquarters preview,http://127.0.0.1:40781/,1536,1536,square,1,112,112,square,1,cover,false,KEEP
cryptoworldz,/divisions/businessworldz/,mobile,/assets/link-previews/command-centre.png,Command Centre Ultimate preview,http://127.0.0.1:40781/command-centre/,1536,1024,landscape,1.5,112,118,square,0.949,cover,false,KEEP
cryptoworldz,/divisions/businessworldz/,mobile,/assets/link-previews/miniapp.png,CryptoWorldz MiniApp preview,http://127.0.0.1:40781/miniapp/,1536,1229,landscape,1.25,112,112,square,1,cover,false,KEEP
cryptoworldz,/divisions/businessworldz/,mobile,/assets/link-previews/oneworldz.png,OneWorldz gateway preview,https://oneworldz.com/,1536,1229,landscape,1.25,112,112,square,1,cover,false,KEEP
cryptoworldz,/divisions/lawworldz/,desktop,/assets/desktop/tokens/robin-hood-law.png,,http://127.0.0.1:40781/,1536,1536,square,1,54,54,square,1,contain,false,KEEP
cryptoworldz,/divisions/lawworldz/,desktop,/assets/desktop/tokens/robin-hood-law.png,LawWorldz approved production artwork,,1536,1536,square,1,1440,900,landscape,1.6,cover,true,REPLACE_OR_RECREATE_TO_SLOT_SHAPE
cryptoworldz,/divisions/lawworldz/,desktop,/assets/link-previews/cryptoworldz.png,CryptoWorldz headquarters preview,http://127.0.0.1:40781/,1536,1536,square,1,296,150,wide-landscape,1.973,cover,true,REPLACE_OR_RECREATE_TO_SLOT_SHAPE
cryptoworldz,/divisions/lawworldz/,desktop,/assets/link-previews/command-centre.png,Command Centre Ultimate preview,http://127.0.0.1:40781/command-centre/,1536,1024,landscape,1.5,296,150,wide-landscape,1.973,cover,true,REPLACE_OR_RECREATE_TO_SLOT_SHAPE
cryptoworldz,/divisions/lawworldz/,desktop,/assets/link-previews/miniapp.png,CryptoWorldz MiniApp preview,http://127.0.0.1:40781/miniapp/,1536,1229,landscape,1.25,296,150,wide-landscape,1.973,cover,true,REPLACE_OR_RECREATE_TO_SLOT_SHAPE
cryptoworldz,/divisions/lawworldz/,desktop,/assets/link-previews/oneworldz.png,OneWorldz gateway preview,https://oneworldz.com/,1536,1229,landscape,1.25,296,150,wide-landscape,1.973,cover,true,REPLACE_OR_RECREATE_TO_SLOT_SHAPE
cryptoworldz,/divisions/lawworldz/,mobile,/assets/desktop/tokens/robin-hood-law.png,,http://127.0.0.1:40781/,1536,1536,square,1,40,40,square,1,contain,false,KEEP
cryptoworldz,/divisions/lawworldz/,mobile,/assets/desktop/tokens/robin-hood-law.png,LawWorldz approved production artwork,,1536,1536,square,1,390,774,portrait,0.504,cover,true,REPLACE_OR_RECREATE_TO_SLOT_SHAPE
cryptoworldz,/divisions/lawworldz/,mobile,/assets/link-previews/cryptoworldz.png,CryptoWorldz headquarters preview,http://127.0.0.1:40781/,1536,1536,square,1,112,112,square,1,cover,false,KEEP
cryptoworldz,/divisions/lawworldz/,mobile,/assets/link-previews/command-centre.png,Command Centre Ultimate preview,http://127.0.0.1:40781/command-centre/,1536,1024,landscape,1.5,112,118,square,0.949,cover,false,KEEP
cryptoworldz,/divisions/lawworldz/,mobile,/assets/link-previews/miniapp.png,CryptoWorldz MiniApp preview,http://127.0.0.1:40781/miniapp/,1536,1229,landscape,1.25,112,112,square,1,cover,false,KEEP
cryptoworldz,/divisions/lawworldz/,mobile,/assets/link-previews/oneworldz.png,OneWorldz gateway preview,https://oneworldz.com/,1536,1229,landscape,1.25,112,112,square,1,cover,false,KEEP
cryptoworldz,/divisions/learnworldz/,desktop,/assets/desktop/cryptoworldz/command-centre-five.png,,http://127.0.0.1:40781/,1536,1024,landscape,1.5,54,45,landscape,1.2,contain,false,KEEP
cryptoworldz,/divisions/learnworldz/,desktop,/assets/desktop/cryptoworldz/command-centre-five.png,LearnWorldz approved production artwork,,1536,1024,landscape,1.5,1440,900,landscape,1.6,cover,false,KEEP
cryptoworldz,/divisions/learnworldz/,desktop,/assets/link-previews/cryptoworldz.png,CryptoWorldz headquarters preview,http://127.0.0.1:40781/,1536,1536,square,1,296,150,wide-landscape,1.973,cover,true,REPLACE_OR_RECREATE_TO_SLOT_SHAPE
cryptoworldz,/divisions/learnworldz/,desktop,/assets/link-previews/command-centre.png,Command Centre Ultimate preview,http://127.0.0.1:40781/command-centre/,1536,1024,landscape,1.5,296,150,wide-landscape,1.973,cover,true,REPLACE_OR_RECREATE_TO_SLOT_SHAPE
cryptoworldz,/divisions/learnworldz/,desktop,/assets/link-previews/miniapp.png,CryptoWorldz MiniApp preview,http://127.0.0.1:40781/miniapp/,1536,1229,landscape,1.25,296,150,wide-landscape,1.973,cover,true,REPLACE_OR_RECREATE_TO_SLOT_SHAPE
cryptoworldz,/divisions/learnworldz/,desktop,/assets/link-previews/oneworldz.png,OneWorldz gateway preview,https://oneworldz.com/,1536,1229,landscape,1.25,296,150,wide-landscape,1.973,cover,true,REPLACE_OR_RECREATE_TO_SLOT_SHAPE
cryptoworldz,/divisions/learnworldz/,mobile,/assets/desktop/cryptoworldz/command-centre-five.png,,http://127.0.0.1:40781/,1536,1024,landscape,1.5,40,33,landscape,1.212,contain,false,KEEP
cryptoworldz,/divisions/learnworldz/,mobile,/assets/desktop/cryptoworldz/command-centre-five.png,LearnWorldz approved production artwork,,1536,1024,landscape,1.5,390,774,portrait,0.504,cover,true,REPLACE_OR_RECREATE_TO_SLOT_SHAPE
cryptoworldz,/divisions/learnworldz/,mobile,/assets/link-previews/cryptoworldz.png,CryptoWorldz headquarters preview,http://127.0.0.1:40781/,1536,1536,square,1,112,112,square,1,cover,false,KEEP
cryptoworldz,/divisions/learnworldz/,mobile,/assets/link-previews/command-centre.png,Command Centre Ultimate preview,http://127.0.0.1:40781/command-centre/,1536,1024,landscape,1.5,112,118,square,0.949,cover,false,KEEP
cryptoworldz,/divisions/learnworldz/,mobile,/assets/link-previews/miniapp.png,CryptoWorldz MiniApp preview,http://127.0.0.1:40781/miniapp/,1536,1229,landscape,1.25,112,112,square,1,cover,false,KEEP
cryptoworldz,/divisions/learnworldz/,mobile,/assets/link-previews/oneworldz.png,OneWorldz gateway preview,https://oneworldz.com/,1536,1229,landscape,1.25,112,112,square,1,cover,false,KEEP
cryptoworldz,/divisions/movieworldz/,desktop,/assets/desktop/cryptoworldz/we-need-you.png,,http://127.0.0.1:40781/,1536,864,landscape,1.778,54,42,landscape,1.286,contain,false,KEEP
cryptoworldz,/divisions/movieworldz/,desktop,/assets/desktop/cryptoworldz/we-need-you.png,MovieWorldz approved production artwork,,1536,864,landscape,1.778,1440,900,landscape,1.6,cover,false,KEEP
cryptoworldz,/divisions/movieworldz/,desktop,/assets/link-previews/cryptoworldz.png,CryptoWorldz headquarters preview,http://127.0.0.1:40781/,1536,1536,square,1,296,150,wide-landscape,1.973,cover,true,REPLACE_OR_RECREATE_TO_SLOT_SHAPE
cryptoworldz,/divisions/movieworldz/,desktop,/assets/link-previews/command-centre.png,Command Centre Ultimate preview,http://127.0.0.1:40781/command-centre/,1536,1024,landscape,1.5,296,150,wide-landscape,1.973,cover,true,REPLACE_OR_RECREATE_TO_SLOT_SHAPE
cryptoworldz,/divisions/movieworldz/,desktop,/assets/link-previews/miniapp.png,CryptoWorldz MiniApp preview,http://127.0.0.1:40781/miniapp/,1536,1229,landscape,1.25,296,150,wide-landscape,1.973,cover,true,REPLACE_OR_RECREATE_TO_SLOT_SHAPE
cryptoworldz,/divisions/movieworldz/,desktop,/assets/link-previews/oneworldz.png,OneWorldz gateway preview,https://oneworldz.com/,1536,1229,landscape,1.25,296,150,wide-landscape,1.973,cover,true,REPLACE_OR_RECREATE_TO_SLOT_SHAPE
cryptoworldz,/divisions/movieworldz/,mobile,/assets/desktop/cryptoworldz/we-need-you.png,,http://127.0.0.1:40781/,1536,1024,landscape,1.5,40,33,landscape,1.212,contain,false,KEEP
cryptoworldz,/divisions/movieworldz/,mobile,/assets/desktop/cryptoworldz/we-need-you.png,MovieWorldz approved production artwork,,1536,1024,landscape,1.5,390,774,portrait,0.504,cover,true,REPLACE_OR_RECREATE_TO_SLOT_SHAPE
cryptoworldz,/divisions/movieworldz/,mobile,/assets/link-previews/cryptoworldz.png,CryptoWorldz headquarters preview,http://127.0.0.1:40781/,1536,1536,square,1,112,112,square,1,cover,false,KEEP
cryptoworldz,/divisions/movieworldz/,mobile,/assets/link-previews/command-centre.png,Command Centre Ultimate preview,http://127.0.0.1:40781/command-centre/,1536,1024,landscape,1.5,112,118,square,0.949,cover,false,KEEP
cryptoworldz,/divisions/movieworldz/,mobile,/assets/link-previews/miniapp.png,CryptoWorldz MiniApp preview,http://127.0.0.1:40781/miniapp/,1536,1229,landscape,1.25,112,112,square,1,cover,false,KEEP
cryptoworldz,/divisions/movieworldz/,mobile,/assets/link-previews/oneworldz.png,OneWorldz gateway preview,https://oneworldz.com/,1536,1229,landscape,1.25,112,112,square,1,cover,false,KEEP
cryptoworldz,/divisions/musicworldz/,desktop,/assets/desktop/oneworldz/little-legend.png,,http://127.0.0.1:40781/,1229,1536,portrait-wide,0.8,54,67,portrait-wide,0.806,contain,false,KEEP
cryptoworldz,/divisions/musicworldz/,desktop,/assets/desktop/oneworldz/little-legend.png,MusicWorldz approved production artwork,,1229,1536,portrait-wide,0.8,1440,900,landscape,1.6,cover,true,REPLACE_OR_RECREATE_TO_SLOT_SHAPE
cryptoworldz,/divisions/musicworldz/,desktop,/assets/link-previews/cryptoworldz.png,CryptoWorldz headquarters preview,http://127.0.0.1:40781/,1536,1536,square,1,296,150,wide-landscape,1.973,cover,true,REPLACE_OR_RECREATE_TO_SLOT_SHAPE
cryptoworldz,/divisions/musicworldz/,desktop,/assets/link-previews/command-centre.png,Command Centre Ultimate preview,http://127.0.0.1:40781/command-centre/,1536,1024,landscape,1.5,296,150,wide-landscape,1.973,cover,true,REPLACE_OR_RECREATE_TO_SLOT_SHAPE
cryptoworldz,/divisions/musicworldz/,desktop,/assets/link-previews/miniapp.png,CryptoWorldz MiniApp preview,http://127.0.0.1:40781/miniapp/,1536,1229,landscape,1.25,296,150,wide-landscape,1.973,cover,true,REPLACE_OR_RECREATE_TO_SLOT_SHAPE
cryptoworldz,/divisions/musicworldz/,desktop,/assets/link-previews/oneworldz.png,OneWorldz gateway preview,https://oneworldz.com/,1536,1229,landscape,1.25,296,150,wide-landscape,1.973,cover,true,REPLACE_OR_RECREATE_TO_SLOT_SHAPE
cryptoworldz,/divisions/musicworldz/,mobile,/assets/desktop/oneworldz/little-legend.png,,http://127.0.0.1:40781/,1229,1536,portrait-wide,0.8,40,50,portrait-wide,0.8,contain,false,KEEP
cryptoworldz,/divisions/musicworldz/,mobile,/assets/desktop/oneworldz/little-legend.png,MusicWorldz approved production artwork,,1229,1536,portrait-wide,0.8,390,774,portrait,0.504,cover,true,REPLACE_OR_RECREATE_TO_SLOT_SHAPE
cryptoworldz,/divisions/musicworldz/,mobile,/assets/link-previews/cryptoworldz.png,CryptoWorldz headquarters preview,http://127.0.0.1:40781/,1536,1536,square,1,112,112,square,1,cover,false,KEEP
cryptoworldz,/divisions/musicworldz/,mobile,/assets/link-previews/command-centre.png,Command Centre Ultimate preview,http://127.0.0.1:40781/command-centre/,1536,1024,landscape,1.5,112,118,square,0.949,cover,false,KEEP
cryptoworldz,/divisions/musicworldz/,mobile,/assets/link-previews/miniapp.png,CryptoWorldz MiniApp preview,http://127.0.0.1:40781/miniapp/,1536,1229,landscape,1.25,112,112,square,1,cover,false,KEEP
cryptoworldz,/divisions/musicworldz/,mobile,/assets/link-previews/oneworldz.png,OneWorldz gateway preview,https://oneworldz.com/,1536,1229,landscape,1.25,112,112,square,1,cover,false,KEEP
cryptoworldz,/divisions/visionworldz/,desktop,/assets/desktop/oneworldz/oneworldz-master.png,,http://127.0.0.1:40781/,1536,1229,landscape,1.25,54,49,square,1.102,contain,false,KEEP
cryptoworldz,/divisions/visionworldz/,desktop,/assets/desktop/oneworldz/oneworldz-master.png,VisionWorldz approved production artwork,,1536,1229,landscape,1.25,1440,900,landscape,1.6,cover,true,REPLACE_OR_RECREATE_TO_SLOT_SHAPE
cryptoworldz,/divisions/visionworldz/,desktop,/assets/link-previews/cryptoworldz.png,CryptoWorldz headquarters preview,http://127.0.0.1:40781/,1536,1536,square,1,296,150,wide-landscape,1.973,cover,true,REPLACE_OR_RECREATE_TO_SLOT_SHAPE
cryptoworldz,/divisions/visionworldz/,desktop,/assets/link-previews/command-centre.png,Command Centre Ultimate preview,http://127.0.0.1:40781/command-centre/,1536,1024,landscape,1.5,296,150,wide-landscape,1.973,cover,true,REPLACE_OR_RECREATE_TO_SLOT_SHAPE
cryptoworldz,/divisions/visionworldz/,desktop,/assets/link-previews/miniapp.png,CryptoWorldz MiniApp preview,http://127.0.0.1:40781/miniapp/,1536,1229,landscape,1.25,296,150,wide-landscape,1.973,cover,true,REPLACE_OR_RECREATE_TO_SLOT_SHAPE
cryptoworldz,/divisions/visionworldz/,desktop,/assets/link-previews/oneworldz.png,OneWorldz gateway preview,https://oneworldz.com/,1536,1229,landscape,1.25,296,150,wide-landscape,1.973,cover,true,REPLACE_OR_RECREATE_TO_SLOT_SHAPE
cryptoworldz,/divisions/visionworldz/,mobile,/assets/desktop/oneworldz/oneworldz-master.png,,http://127.0.0.1:40781/,1229,1536,portrait-wide,0.8,40,50,portrait-wide,0.8,contain,false,KEEP
cryptoworldz,/divisions/visionworldz/,mobile,/assets/desktop/oneworldz/oneworldz-master.png,VisionWorldz approved production artwork,,1229,1536,portrait-wide,0.8,390,774,portrait,0.504,cover,true,REPLACE_OR_RECREATE_TO_SLOT_SHAPE
cryptoworldz,/divisions/visionworldz/,mobile,/assets/link-previews/cryptoworldz.png,CryptoWorldz headquarters preview,http://127.0.0.1:40781/,1536,1536,square,1,112,112,square,1,cover,false,KEEP
cryptoworldz,/divisions/visionworldz/,mobile,/assets/link-previews/command-centre.png,Command Centre Ultimate preview,http://127.0.0.1:40781/command-centre/,1536,1024,landscape,1.5,112,118,square,0.949,cover,false,KEEP
cryptoworldz,/divisions/visionworldz/,mobile,/assets/link-previews/miniapp.png,CryptoWorldz MiniApp preview,http://127.0.0.1:40781/miniapp/,1536,1229,landscape,1.25,112,112,square,1,cover,false,KEEP
cryptoworldz,/divisions/visionworldz/,mobile,/assets/link-previews/oneworldz.png,OneWorldz gateway preview,https://oneworldz.com/,1536,1229,landscape,1.25,112,112,square,1,cover,false,KEEP
cryptoworldz,/markets/,desktop,/assets/desktop/cryptoworldz/zed-command-centre.png,CryptoWorldz markets approved production artwork,,1536,1536,square,1,1438,1438,square,1,contain,false,KEEP
cryptoworldz,/markets/,mobile,/assets/desktop/cryptoworldz/zed-command-centre.png,CryptoWorldz markets approved production artwork,,1536,864,landscape,1.778,388,259,landscape,1.498,contain,false,KEEP
cryptoworldz,/miniapp/,desktop,/assets/desktop/cryptoworldz/zed-command-centre.png,,http://127.0.0.1:40781/,1536,1536,square,1,54,54,square,1,contain,false,KEEP
cryptoworldz,/miniapp/,desktop,/assets/desktop/cryptoworldz/zed-auto.png,Approved CryptoWorldz MiniApp splash artwork,,1536,1229,landscape,1.25,1440,900,landscape,1.6,cover,true,REPLACE_OR_RECREATE_TO_SLOT_SHAPE
cryptoworldz,/miniapp/,desktop,/assets/link-previews/cryptoworldz.png,CryptoWorldz headquarters preview,http://127.0.0.1:40781/,1536,1536,square,1,296,150,wide-landscape,1.973,cover,true,REPLACE_OR_RECREATE_TO_SLOT_SHAPE
cryptoworldz,/miniapp/,desktop,/assets/link-previews/command-centre.png,Command Centre Ultimate preview,http://127.0.0.1:40781/command-centre/,1536,1024,landscape,1.5,296,150,wide-landscape,1.973,cover,true,REPLACE_OR_RECREATE_TO_SLOT_SHAPE
cryptoworldz,/miniapp/,desktop,/assets/link-previews/miniapp.png,CryptoWorldz MiniApp preview,http://127.0.0.1:40781/miniapp/,1536,1229,landscape,1.25,296,150,wide-landscape,1.973,cover,true,REPLACE_OR_RECREATE_TO_SLOT_SHAPE
cryptoworldz,/miniapp/,desktop,/assets/link-previews/oneworldz.png,OneWorldz gateway preview,https://oneworldz.com/,1536,1229,landscape,1.25,296,150,wide-landscape,1.973,cover,true,REPLACE_OR_RECREATE_TO_SLOT_SHAPE
cryptoworldz,/miniapp/,mobile,/assets/desktop/cryptoworldz/zed-command-centre.png,,http://127.0.0.1:40781/,1536,864,landscape,1.778,40,31,landscape,1.29,contain,false,KEEP
cryptoworldz,/miniapp/,mobile,/assets/desktop/cryptoworldz/zed-auto.png,Approved CryptoWorldz MiniApp splash artwork,,1536,1536,square,1,390,798,portrait,0.489,cover,true,REPLACE_OR_RECREATE_TO_SLOT_SHAPE
cryptoworldz,/miniapp/,mobile,/assets/link-previews/cryptoworldz.png,CryptoWorldz headquarters preview,http://127.0.0.1:40781/,1536,1536,square,1,112,112,square,1,cover,false,KEEP
cryptoworldz,/miniapp/,mobile,/assets/link-previews/command-centre.png,Command Centre Ultimate preview,http://127.0.0.1:40781/command-centre/,1536,1024,landscape,1.5,112,118,square,0.949,cover,false,KEEP
